Lex_Function	Keyword	Value
Oper1	autocritique	faire 
Oper1	autocritique	pratiquer 
Real1	automobile	rouler
Oper1	autonomie	accuser 
Oper1	autopsie	pratiquer 
Oper1	autopsie	pratiquer 
Oper1	autorité	faire 
Oper1	autorité	exercer 
Func0	autoroute	filer
Labor12	auto-stop	prendre
Oper1	auto-stop	faire 
Anti	avancer	reculer
AntiMagn	avancer	à petits pas
Magn	avancer	à grand train
S0	avancer	avance
Oper1	avantage	avoir 
Real1	avantage	pousser 
Magn	avantage	énorme
AntiMagn	avantage	léger
Anti	avantage	déavantage
CausFunc1	avantage	donner 
IncepOper1	avantage	prendre 
Magn	avantage	sérieux
QSyn	avantage	atout
QSyn	avantage	bienfait
Magn	avare	comme Harpagon
S1	avare	fesse-mathieu
S1	avare	grigou
S1	avare	ladre
Bon	avenir	radieux
AntiBon	avenir	sombre
Bon	avenir	brillant
Magn	aventure	périlleuse
FinOper1	aventure	sortir
Func1	aventure	survient
AntiBon	aventure	tribulations
Func1	aventure	arrive
IncepFunc0	aventure	commence
IncepOper1	aventure	se lancer 
Magn	aventure	hasardeuse
Magn	aventure	savoureuse
Oper1	aventure	courir 
Oper1	aventure	vivre 
QSyn	aventure	équipée
QSyn	aventure	escapade
QSyn	aventure	frasque
Magn	averse	en nappes
Magn	averse	violente
Magn	aversion	forte
Oper1	aversion	avoir 
Oper1	avertissement	donner 
CausFunc1	aveu	arracher 
Oper1	aveu	faire 
S0	aveugle	cécité
Syn	avion	appareil
Real1	avion	piloter 
AntiBon	avion	zinc
IncepReal1	avion	prendre les commandes
Fact0	avion	rentre sans dommage à sa base
Oper1	avis	être
Real1	avis	faire connaître 
Real1	avis	donner 
Real1	avis	émettre 
Real1	avis	exprimer
Real1	avis	rendre 
Real2	avis	prendre
Real2	avis	se ranger
AntiBon	avocat	véreux
Oper1	avoinée	donner 
Oper2	avoinée	prendre 
Oper2	avoinée	recevoir 
S1	bagages	porteur
Sloc	bagages	consigne
Syn	bagarre	rififi
Syn	bagatelle	babiole
Labreal12	bague	baguer
Labreal12	bague	munir
Real1	bague	mettre
Magn	bâiller	comme une huître
Magn	bâiller	à se décrocher la machoire
Magn	bâiller	à se démonter la machoire
Adv1	bain de foule	dans
IncepOper1	bain de foule	prendre 
Oper1	baiser	plaquer
Oper1	baiser	déposer
Oper1	baiser	envoyer
Oper1	baiser	donner
Oper1	baiser	planter
QSyn	baiser	enculer
S0	baiser	embrasser
Syn	baiser	bec
Syn	baiser	bisou
Syn	baiser	poutou
A1	baisse	en 
AntiMagn	baisse	légère
Magn	baisse	forte
Oper1	baisse	accuser 
Oper1	baisse	être 
Oper1	baisse	subir 
Syn	balançoire	escarpolette
Oper1	balbutiements	être 
Oper1	balivernes	débiter 
Oper1	balivernes	dire 
Fact2	balle	atteint
Fact2	balle	frappe
Fact2	balle	touche
Real1	balle	loger
Real1	balle	placer
Syn	balle	pruneau
AntiVer	balle	perdue
Syn	balustrade	rambarde
Mult	bananes	régime
Fact2	bandage	emmaillote 
Magn	bander	comme un âne
Magn	bander	comme un phoque
S0	bannir	bannissement
AntiReal2	banque	braquer
AntiReal2	banque	dévaliser
Oper1	baptême	donner 
Oper2	baptême	recevoir 
Locin	bar	dans 
Mult	barbare	horde
Syn	barrer	biffer
AntiReal2	barricade	enfoncer
CausFunc0	barricade	dresser
CausFunc0	barricade	ériger
LiquFunc0	barrière	faire sauter
AntiReal1	barrière	franchir 
Magn	barrière	infranchissable
LiquFunc0	barrière	abattre
Magn	base	solide
Oper1	base	regagner 
Oper1	base	avoir 
Syn	baser, se	avoir pour base 
CausFunc0	bases	établir
Syn	bases	soubassement
CausFunc0	bases	jeter
CausFunc0	bases	poser
Oper2	bases	réposer 
Syn	bases	assises
Oper1	bassesse	commetre 
Oper1	bataille	mener 
Oper1	bataille	livrer 
Magn	bataille	sanglante
Caus1Oper1	bataille	se lancer
Magn	bataille	acharnée
Magn	bataille	chaude
Magn	bataille	rude
Sloc	bataille	champ
Fact0	bateau	naviguer
QSyn	bateau	navire
AntiBon	bateau	rafiot
LiquFunc0	bateau	couler
LiquFunc0	bateau	envoyer par le fond
AntiBon	bâtiment	délabré
AntiBon	bâtiment	en ruine(s)
CausFunc0	bâtiment	construire
Magn	battre	tabasser
Magn	battre	écraser 
Magn	battre	à plate couture
Magn	battre	passer à tabac
Magn	battre	écraser
Magn	battre	comme plâtre
Magn	battre	tailler en pièces
Magn	battre, se	comme des chiffoniers
Magn	battre, se 	_comme un beau diable_
Magn	battre, se 	_bec et ongles_
Magn	battre, se 	_comme un tigre_
Magn	battre, se 	chicorer, se
Magn	bavard	intarissable
Magn	bavard	comme une pie
Anti	bavard	taciturne
Syn	bavardage	babil
Syn	bavardage	caquet
V0	bavardage	bavarder
S1	bavarder	_vraie pie_
Syn	bavarder	deviser
S1	bavarder	_moulin à paroles_
S1	bavarder	bavard
S1	bavarder	pipelette
Syn	bavarder	jacasser
Syn	bavarder	papoter
Magn	beau	comme Apollon
Magn	beau	comme le jour
Magn	beau	comme une image
Magn	beau	comme un amour
Magn	beau	comme un ange
Magn	beau	comme un camion
Magn	beau	comme un dieu
Magn	beau	comme un sou neuf
Magn	beau	à croquer
Anti	beaucoup	peu
V0	beaucoup	_courent les rues_
S0	beaucoup	kyrielle 
S0	beaucoup	tas 
S0	beaucoup	panoplie 
S0	beaucoup	théorie 
Syn	beaucoup	 _tout plein_
Syn	beaucoup	_en veux tu en voilà _
Syn	beaucoup	bien 
Magn	beaucoup	 _à gogo_
Magn	beaucoup	beaucoup-beaucoup
Magn	beaucoup	vraiment
S0	beaucoup	éventail 
S0	beaucoup	foule 
S0	beaucoup	mer 
S0	beaucoup	multitude 
S0	beaucoup	ribambelle 
S0	beaucoup	tonne 
S0	beaucoup	wagon 
Syn	beaucoup	_à la pelle_
V0	beaucoup	sont légion
Magn	beauté	stupéfiante
Magn	beauté	incomparable
Magn	beauté	à couper le souffle
Magn	belle	à croquer
Magn	belle	comme le jour
Magn	belle	comme un cœur
Oper1	bénéfice	(re)tirer 
Magn	bénéfice	énorme
Oper1	bénéfice	réaliser 
A1	bénéfice	bénéfique
CausFunc1	bénéfice	apporter 
CausFunc1	bénéfice	procurer 
Magn	bénéfice	significatif
Magn	bénéficier	énormement
Magn	bénéficier	grandement
Magn	besoin	criant
Oper1	besoin	avoir 
Magn	besoin	aigu
Real2	besoin	répondre
Real2	besoin	combler
Magn	besoin	irrépressible
Magn	besoin	impérieux
Magn	besoin	instant
Magn	besoin	pressant
Oper1	besoin	éprouver 
Real2	besoin	satisfaire
Fact0	bétail	broute
Sloc	bétail	pâturage
Sloc	bétail	pâture1
Magn	bête	_à manger du foin_
Magn	bête	_à pleurer_
Magn	bête	_comme ses pieds_
Magn	bêtise	monumentale
Oper1	bêtise 	assener 
V0	bêtise 	déconner
Oper1	bêtise 	commettre 
Sing	beurre	motte
Sing	beurre	noix
Sing	beurre	plaquette
Syn	bibelot	babiole
Magn	bien	_au poil_
Syn	bien sûr	bien entendu
QSyn	bientôt	_sous peu_
QSyn	bientôt	_tout de suite_
A1	bientôt	prochain
QSyn	bientôt	_un de ces quatre_
QSyn	bientôt	immédiatement
QSyn	bientôt	incessamment
Oper1	bienvenue	souhaiter 
Sloc	bière	brasserie#2
AntiBon	bière	bibine
CausFunc0	bière	brasser
Sloc	bière	brasserie#1
Bon	bilan	positif
CausFunc0	bilan	dresser
CausFunc0	bilan	tirer
CausFunc0	bilan	faire 
AntiMagn	billet	petit
CausFunc1	billet	émettre 
Magn	billet	gros
Oper1	billet	avoir 
Oper1	billet	detenir 
Syn	billet	titre de transport
Syn	bioxide de carbon/bioxyde de carbone	gaz carbonique
Oper1	bise	donner 
Oper1	bise	faire 
Syn	bise	bisou
Func0	blague	circule
Magn	blâmer	violemment
Magn	blanc	comme un lis
Magn	blanc	comme neige
Magn	blanc	immaculé
Magn	blanc	comme un linge
Magn	blanc	comme un mort
Magn	blanc	comme un cachet d’aspirine
Magn	blancheur	éclatante
Oper1	blanc-seing	donner 
Magn	blessé	gravement
Magn	blessé	grièvement
AntiMagn	blessé	léger 
AntiMagn	blessé	légèrement
CausFunc0	blessé	faire
Magn	blessé	grand
Magn	blessé	grave
QSyn	blessé	piqué au vif
Magn	blesser	mortellement
Magn	blesser	gravement
Magn	blesser	gravement
AntiMagn	blesser	légèrement
Magn	blesser	à mort
Magn	blesser	mortellement
Magn	blesser	écharper
Magn	blesser	sérieusement
Syn	blesser	atteindre
A1	blessure	blessé
CausFunc1	blessure	infliger
Magn	blessure	béante
Magn	blessure	grave
AntiMagn	blessure	légère
IncepOper1	blessure	subir 
Magn	blessure	profonde
Magn	blessure	mortelle
Magn	blessure	cuisante
Magn	blessure	sérieuse
Oper1	blessure	avoir 
Oper1	blessure	soufrir 
S1	blessure	blesséN
Caus1Func0	bleu	se faire
Magn	bleu	gros
Syn	bleu	ecchymose
IncepFunc0	blizzard	se met à souffler
LiquFunc0	blocus	lever 
Oper1	blocus	imposer 
Magn	bobo	gros
Magn	boire	_comme une éponge_
Magn	boire	comme un Polonais
Magn	boire	comme un trou
Magn	boire	sans se dessouler
Magn	boire	avec avidité
Magn	boire	goulûment
Magn	boire	avec avidité
Magn	boire	goulûment
Syn	boire	picoler
Oper1	boisson	se livrer
Oper1	boisson	s’adonner
AntiMagn	boiter	boitiller
Magn	bombardement	pilonnage
Magn	bombardement	intensif
Oper1	bombardement	effectuer
Fact0	bombe	explose
Fact2	bombe	frappe
Fact2	bombe	tombe
Fact2	bombe	touche
Labreal12	bombe	bombarder
Magn	bombe	lourde
Real1	bombe	larguer 
Real1	bombe	lancer 
Real1	bombe	jeter 
Real1	bombe	envoyer 
Real1	bombe	lâcher 
Magn	bon	à s’en lécher les doigts
Magn	bon	à pleurer
Magn	bon	remarquable
Magn	bon	frappant
Magn	bon	à crever
Magn	bon	foutrement
Magn	bon	_comme la romaine_
Sing	bon sens	grain 
Syn	bond	saut
Magn	bondir	comme mû par un ressort
Oper1	boniment	débiter 
Oper1	boniment	faire 
Magn	bonté	immense
Syn	bon-vivant	un gai luron
Syn	bon-vivant	un drille jovial
Syn	bordel	_maison close_
Syn	bordel	boxon
AntiReal2	bornes	dépasser
A0	bouche	buccal
Sinstr	bouchon	tire-bouchon
Son	bouchon	sauter
Syn	bouge	galetas
Syn	bouge	taudis
Syn	bougie	chandelle
CausOper1	bouillie	réduire
Oper1	boules	avoir 
CausOper1	boules	foutre 
Oper1	boulette	faire 
Oper1	boulette	faire 
Magn	bouleverser	profondément
Magn	bouleverser	chambarder
Oper1	boulimie	être pris 
CausFunc0	bouquet	assembler
CausFunc0	bouquet	composer
Magn	bourde	monumentale
Magn	bourde	ultime
Oper1	bourde	comettre 
Magn	bourde	majeure
S1	bourde	auteur 
Magn	bourré	comme une huître
Magn	bourré	mort
Magn	bourré	~ raide, raide ~
Magn	bourré	comme une grive
Magn	bourré	complètement
Magn	bourré	comme une queue de pelle
Real1	bouton	appuyer 
Oper1	bouton	avoir 
QSyn	bouton	comédon
QSyn	bouton	végétations
S2	bouture	bouture
V0	bouture	bouturer
Fact0	bouture	prend
Func0	bouture	se pratique
Oper1	bouture	faire 
Son	bovin	Beuh !
Son	bovin	Meuh !
Syn	brader	solder
Syn	branler, se	_étrangler le borgne_
Magn	bravo	éclatants
Son	brebis	bêler
CausFunc0	brèche	faire 
CausFunc0	brèche	ouvrir 
QSyn	bredouiller	ânonner

QSyn	bref	concis
QSyn	bref	succinct
S0	bref	brièveté
Anti	brillant	terne
Magn	brillant	comme une étoile
Syn	briller	_faire florès_
Oper2	brimade	souffrir 
Syn	briser	faire voler en éclats
QSyn	brosse	tête-de-loup
LiquFunc0	brouillard	se lever
Magn	brouillard	épais
Magn	brouillard	à couper au couteau
LiquFunc0	brouillard	dissiper 
Func1	bruit	s’élève
Func1	bruit	court
AntiMagn	bruit	léger
AntiMagn	bruit	sourd
CausFunc0	bruit	faire 
IncepFunc0	bruit	monte
IncepFunc0	bruit	naît
IncepFunc1	bruit	transpire
Magn	bruit	pétard
Magn	bruit	tapage
Magn	bruit	vacarme
Magn	bruit	_à crever les tympans_
Magn	bruit	_à réveiller un mort <les morts>_
Magn	bruit	assourdissant
Oper1	bruit	produire 
AntiMagn	brume	nappe de
AntiMagn	brume	ténue
QSyn	brusquement	à brûle-pourpoint
AntiMagn	budget	maigre
CausFunc0	budget	dresser 
LiquFunc0	budget	bouffer 
Syn	bulle	bouillon
Syn	buraliste	_bureau de tabac_
Adv1	but	à cette fin
Adv1	but	dans
Labor12	but	avoir
Real1	but	remplir 
Labor12	but	avoir 
Magn	but	premier
Magn	but	principal
Magn	but	majeur
Oper1	but	avoir 
Oper1	but	viser 
Oper1	but	marquer 
Real1	but	atteindre 
Magn	butin	conséquent
Magn	buveur	invétéré
Syn	caca	merde
Syn	caca	selles
Oper1	caca	faire 
V0	caca	avoir des selles
Adv1	cacher	_à la dérobée_
QSyn	cacher	occulter
Adv1	cacher	_en cachette_
QSyn	cacher	dissimuler
QSyn	cacher	enfouir
QSyn	cacher, se	se dérober
CausFunc1	cachet	donner
Real2	cachet	rompre
Oper1	cachet	avoir 
Real1	cachet	apposer 
Oper1	cadeau	faire 
Labor12	cadeau	donner
Oper1	cadeau	offrir 
Real2	cadre	rentrer 
AntiMagn	café	léger
Locin	café	à 
Magn	café	fort
Magn	café	serré
Anti	calme	agité
Adv1	calme	dans
Anti	calme	endiablé
ContOper1	calme	conserver
ContOper1	calme	garder
Func0	calme	règne
Magn	calme	absolu
Magn	calme	plat 
Oper1	calomnie	répandre 
Oper2	calomnie	subir 
Oper1	cambriolage	effectuer 
Syn	cambriolage	casse 
Fact2	caméra	saisit 
Fact0	caméraman	tenir la caméra
QSyn	camion	gros-cul
Oper1	campagne	mener 
Oper1	campagne	faire 
IncepOper1	campagne	lancer 
Oper2	campagne	être l’objet 
Son	canard	cancane
Son	canard	nasille
Magn	candeur	sublime
Caus1Oper1	candidat	se porter 
CausOper1	candidat	porter
CausOper1	candidat	presenter
AntiReal2	candidature	rejeter
Oper1	candidature	soumettre
Real2	candidature	accepter 
S2	canon	obus
Son	canon	gronder
Son	canon	tonner
Pred	capable	_avoir la bosse_
Syn	capable	_à même_ 
QSyn	capable	_en mesure_ 
Real1	capuchon	remettre 
CausFunc1	caractère	donner
Oper1	caractère	présenter
A1	caractère	à 
Func2	caractère	être
Oper1	caractère	avoir
Oper1	caractère	revêtir
Magn	caractéristique	saillante
AntiReal1	carcan	briser
Syn	carnage	massacre
Oper1	carrière	suivre
IncepOper1	carrière	entamer 
Bon	carrière	féconde
Bon	carrière	brillante
Bon	carrière	riche
IncepOper1	carrière	embrasser 
LiquFunc0	carrière	briser 
Oper1	carrière	poursuivre
Syn	carte blanche	blanc-seing
Oper1	carte blanche	donner 
Mult	cartes	jeu
Real1	cartes	distribuer 
Real1	cartes	battre
Locin	cas	_dans pareils cas_
Locin	cas	en 
Oper1	cas	accorder 
Magn	casser	en mille miettes
Func1	catastrophe	s’abat 
Magn	catastrophe	grosse
Oper1	catastrophe	subir 
A2	catastrophe	confronté
IncepFunc0	catastrophe	arrive
IncepFunc0	catastrophe	survient
QSyn	catastrophe	détresse
Pred	cause	être à l’origine 
QSyn	causer	être à l’origine
S1	causer11	cause
S1	causer12	causateur
S1	causer2	causeur
Oper1	caution	verser 
Real1	ceinture de sécurité	boucler 
Magn	célibataire	convaincu
Magn	célibataire	endurci
QSyn	célibataire	femme seule
QSyn	célibataire	homme seule
QSyn	célibataire	personne seule
QSyn	cependant	néanmoins
Func0	cérémonie	se déroule
Oper1	cérémonie	tenir 
Son	cerf	bramer
Syn	cernes	valoches
S0	certain	certitude
Syn	certain	sûr
Syn	certainement	_à coup sûr_
Syn	certainement	_sans faute_
QSyn	certes	sans conteste
CausFunc0	certificat	emettre 
IncepOper1	certitude	acquérir 
IncepOper1	certitude	parvenir 
Magn	certitude	absolue
Oper1	certitude	avoir 
AntiBon	cerveau	_en fromage blanc_
A0	cerveau	cérébral
IncepFunc0	cessez-le-feu	entrer en vigueur
Mult	chaîne	bouquet 
Locin	chaire	à 
Magn	chaleur	caniculaire
Magn	chaleur	cagnard
Magn	chaleur	canicule
Sing	chaleur	bouffée
Func0	chaleur	régner
Magn	chaleur	torride
Magn	chaleur	tropicale
Magn	champ	intense
AntiReal1	chance	rater
Magn	chance	inouïe
AntiMagn	chance	mince
Oper1	chance	avoir 
Magn	chance	historique
FinOper1	chance	perdre
Magn	chance	folle
Real1	chance	saisir 
AntiMagn	chances	faibles
AntiMagn	chances	peu 
Magn	chances	grandes
AntiReal1	chances	compromettre
Magn	chances	fortes
Syn	chanceux	verni
Syn	chandelle	bougie
Func2	changement	touche
Func0	changement	s’effectue
Func0	changement	s’opère
Oper1	changement	opérer 
A1	changement	en 
Func0	changement	se produit
Func1	changement	touche 
Magn	changer	_du tout au tout_
Magn	changer	profondément

Magn	changer	radicalement

Oper1	chantage	faire 
Oper2	chantage	être 
QSyn	chantage	extorsion
S1	chantage	_maître chanteur_
V0	chantage	faire chanter 
AntiBon	chanter	psalmodier
S0	chanter	chant
Magn	chanter	à pleine voix
AntiBon	chanter	chevroter
AntiBon	chanter	_comme une casserole_
AntiMagn	chanter	fredonner
AntiVer	chanter	faux
Bon	chanter	_comme un dieu_
Magn	chanter	à pleins poumons
Magn	chanter	à tue-tête
Magn	chanter	fort
S0	chanter	chanson
S1	chanter	chanteur
Ver	chanter	juste
Mult	chanteur	chœur
Func0	chaos	reigne
IncepOper1	chaos	plonger 
Magn	chaos	(le plus) total
CausOper1	chaos	plonger 
Func2	chapitre	expose
Bon	chapitre	glorieux
CausFunc1	chapitre	ouvrir
Syn	chapitre	page
AntiBon	chapitre	douloureux
LiquFunc0	chapitre	clôre 
Locin	chapitre	dans 
Func2	charge	pèse
Magn	chargé	_comme un baudet_
Magn	chargé	lourdement
Magn	charge	lourde
Oper2	charge	prendre 
Syn	charge	faix
Real1	chargeur	vider 
Oper1	charité	faire 
Real1	charme	déployer 
Magn	charme	irrésistible
Oper1	charme	avoir 
Real2	charme	succomber 
Real2	charme	tomber 
QSyn	charmeur	tombeur
Oper1	charrette	être 
Oper1	charrette	être 
Oper1	charrette	être 
Real1	chasse	tirer 
Caus1Oper1	chasse à l’homme	se lancer
Magn	chasse à l’homme	zélée
QSyn	chasser	bouter
Syn	chat	minet
Son	chat	miauler
Son	chat	ronronner
Magn	châtiment	rigoureux
Oper1	châtiment	administrer 
Oper2	châtiment	recevoir 
Magn	chaud	brûlant
Magn	chaud	etouffant
Magn	chaud	chauffé à rouge
Magn	chaud	chauffé à blanc
Magn	chaud	comme dans un four
Magn	chauffer	à blanc
AntiBon	chaussée	défoncée
S1	chaussures	cordonnier
Real1	chaussures	porter 
Magn	chauve	comme un œuf
Pred	chauve	_ne pas avoir un poil sur le cailllou_
Anti	chef	subalterne
Func2	chemin	conduit
AntiReal1	chemin	rebrousser
ContOper1	chemin	poursuivre
IncepReal1	chemin	emprunter
IncepReal1	chemin	prendre
Real1	chemin	parcourir
Oper1	chemin	faire 
S1	cheminée	ramoneur
Mult	chêne	chênaie
AntiVer	chèque	en bois
Mult	chèque	carnet
Mult	chèque	chéquier
Mult	chèque	chéquier
Pred	cher	_tenir 
Anti	cher	_bon marché_
Magn	cher	_hors de prix_
S0	cher	cherté
Magn	chercher	désespérément
S0	chercher	quête
AntiVer	chercher	à tâtons
AntiVer	chercher	vainement
A1	chercher	en quête 
AntiVer	chercher	_l’aiguille dans la botte de foin_
Labreal12	chercher	trouver
Magn	chercher	_remuer la maison du fond en comble_
Magn	chercher	_retourner la maison_
Magn	chérir	comme la pupille de [...] yeux
Sloc	cheval	étable
AntiBon	cheval	canasson
AntiBon	cheval	rosse
QSyn	cheval	bête
Real1	cheval	aller
Real1	cheval	monter
Son	cheval	hennit
Magn	chevaucher	à bride abbatue
Magn	chevelure	fournie
Mult	cheveux	touffe
A1	cheveux	chauve
Mult	cheveux	natte
Mult	cheveux	tresse
Real1	cheveux	peigner
Sinstr	cheveux	sèche-cheveux
A0	chez soi	d’intérieur
Bon	chez-soi	douillet
Bon	chien	toutou
Son	chien	grogner
QSyn	chien	roquet
AntiVer	chien	errant
Mult	chien	meute
Son	chien	aboyer
Son	chien	clabauder
Son	chien	hurler
Son	chien	japper
Son	chien	gémir
Syn	chier	_couler un bronze_
Syn	chier	faire caca
Syn	chier	_aller à la selle_
Syn	chier	_avoir ses selles_
Real1	chiffre d’affaires	réaliser
AntiBon	Chinois	Chinetoque
Oper2	chirurgie	aller 
AntiBon	chirurgien	boucher
AntiBon	chirurgien	charcutier
Magn	choc	violent
Magn	choc	terrible
Oper2	choc	ressentir 
QSyn	choisir	jeter […] dévolu 
A2	choix	au
AntiBon	choix	malheureux
Bon	choix	heureux
Func2	choix	se porte
IncepOper1	choix	arrêter 
IncepOper1	choix	fixer 
Oper1	choix	faire 
Oper1	choix	opérer 
Oper1	choix	porter 
V0	choix	choisir
Ver	choix	judicieux
A1	chômage	au 
CausOper1	chômage	mettre 
Magn	chômage	élevé
Oper1	chômage	être 
Magn	choquer	profondement
Sing	chou	tête 
Oper2	chronique	défrayer 
QSyn	chuchoter	glisser à l’oreille
Func0	chute	survient
Syn	chute	bûche
Syn	chute	gadin
Caus1Oper1	chute	entraîner 
Oper1	chute	faire 
Magn	chuter	dévisser
Labor12	cible	choisir
Labor12	cible	prendre
Real1	cible	frapper
Magn	cicatrice	profonde
Oper1	cicatrice	laisser 
Oper1	cicatrice	porter 
S0	cigale	chant
Real1	cigarette	tirer
Fact0	cimetière	recevoir
Magn	circulation	intense
Magn	circulation	dense
Ver	circulation	fluide
A1	circulation	en

AntiVer	circulation	en accordéon

LiquFunc0	circulation	paralyser
Syn	circulation	trafic
Magn	circuler	abondamment
Magn	clair	comme de l’eau de roche
CausOper1	clair	mettre 
CausOper1	clair	tirer 
CausOper1	clair	mettre 
Magn	clair	comme le jour
Magn	clamer	haut et fort
S0	clapoter	clapotis
Oper1	claque	donner 
Magn	claque	bonne
Oper1	claque	donner 
Oper2	claque	prendre 
Oper2	claque	recevoir 
Magn	claquer	violemment
Magn	clarté	éblouissante
IncepOper1	classe	se répartir 
IncepOper1	classe	se subdiviser 
Mult	clé	trousseau
IncepFunc0	climat	s’instaurer
CausFunc1	climat	créer
Oper1	clin d’œuil	faire 
Real1	cloche	sonner
Sloc	cloche	clocher
Son	cloche	sonne
Real1	clochette	agiter
Adv1	clopiner	clopin-clopant
QSyn	cloque	ampoule
QSyn	clôture	muret
Labreal12	clou	clouer
Sloc	cochon	porcherie
Son	cochon	grogne
A0	cœur	cardiaque
Fact0	cœur	bat
Sing	cœur	haut-le-cœur
Magn	cohue	indescriptible
AntiMagn	coiffer	sur le fil
